rank,player_name,player_id,team,position,sim_mean_salary,sim_median_salary,sim_p25_salary,sim_p75_salary,sim_salary_std,sim_mean_score,fmv_band,projected_games,minutes,points,rebounds,assists,steals,blocks,turnovers,fg_pct,ft_pct,three_pt_pct,fta,fantasy_points,ceiling,floor,consistency,fga,fgm,tpa,tpm,ftm,usage_rate
284,Ryan Nembhard,1642948,DAL,PG,4864050.77,4807388.64,4183467.98,5449973.59,1025759.45,-1.6156,minimum,60,20.7,7.9,2.5,3.7,0.6,0.2,1.3,0.428,0.791,0.356,1.2,17.5,32.1,4.1,56,7.0,3.0,2.7,1.0,0.9,0.4
285,Kobe Sanders,1642920,LAC,PG,4833779.95,4759394.74,4135474.09,5513965.45,1043896.52,-1.6352,minimum,65,20.8,8.2,2.5,2.1,0.8,0.2,1.2,0.448,0.8,0.379,1.4,16.0,29.3,3.8,65,6.6,3.0,3.0,1.1,1.1,0.4
286,Ochai Agbaji,1630534,BKN,PG,4817701.99,4759394.74,4135474.09,5385981.72,1026182.96,-1.6396,minimum,60,20.9,7.6,2.7,1.7,0.7,0.3,0.9,0.445,0.783,0.344,1.1,15.5,28.2,3.9,66,6.5,2.9,2.9,1.0,0.9,0.4
287,Tyrese Martin,1631213,PHI,SF,4751201.12,4711400.84,4087480.19,5335321.5,980049.5,-1.6662,minimum,51,20.4,8.1,3.6,1.7,0.6,0.3,1.0,0.435,0.747,0.346,1.3,16.5,29.7,4.4,62,6.9,3.0,3.3,1.1,1.0,0.4
288,Mouhamed Gueye,1631243,ATL,SF,4747164.3,4711400.84,4039486.29,5335321.5,1028254.66,-1.6723,minimum,53,18.2,6.5,4.0,1.1,0.7,0.6,0.7,0.453,0.711,0.313,1.3,16.3,30.0,3.7,59,5.4,2.5,2.1,0.6,0.9,0.4
289,Ethan Thompson,1630679,IND,PG,4731272.98,4663406.95,4087480.19,5335321.5,1017842.13,-1.6785,minimum,41,21.5,8.4,2.5,2.4,0.7,0.3,1.1,0.42,0.796,0.348,1.6,16.9,30.4,4.5,50,7.1,3.0,3.4,1.2,1.3,0.4
290,Jared McCain,1642272,OKC,PG,4709147.8,4663406.95,4039486.29,5287327.6,1020438.29,-1.6913,minimum,54,21.0,9.9,2.4,2.2,0.7,0.1,1.2,0.438,0.823,0.373,1.6,17.3,32.7,3.4,65,8.1,3.6,3.8,1.4,1.3,0.4
291,Kevin Huerter,1628989,DET,SG,4709035.81,4687403.89,4039486.29,5321989.86,1009314.08,-1.6889,minimum,65,22.9,9.5,3.0,2.5,0.9,0.3,1.1,0.438,0.784,0.338,1.2,19.4,34.5,5.3,64,8.2,3.6,4.3,1.5,0.9,0.4
292,Cameron Payne,1626166,PHI,PG,4631749.64,4591416.11,3991492.4,5243999.78,1017800.81,-1.7229,minimum,45,18.4,7.5,2.0,2.6,0.8,0.2,0.8,0.407,0.836,0.354,1.1,16.1,29.4,4.3,44,6.6,2.7,3.5,1.2,0.9,0.4
293,Noah Clowney,1641730,BKN,PF,4556367.23,4519425.26,3556881.0,5191339.81,995366.9,-1.7564,minimum,56,22.4,9.2,4.1,1.2,0.6,0.6,1.1,0.425,0.769,0.335,2.2,18.6,34.0,4.4,62,7.4,3.2,3.7,1.2,1.7,0.4
294,LJ Cryer,1643018,GSW,PG,4488029.25,4423437.47,3556881.0,5095352.02,955368.71,-1.7891,minimum,31,20.4,8.7,2.5,2.2,0.7,0.2,1.2,0.43,0.808,0.368,1.5,16.5,30.7,4.1,70,7.2,3.1,3.7,1.4,1.2,0.4
295,Nolan Traore,1642849,BKN,PG,4454812.14,4423437.47,3524885.07,5047358.12,957393.11,-1.8103,minimum,58,21.9,8.7,2.3,3.1,0.8,0.3,1.8,0.404,0.782,0.334,1.6,17.7,33.0,3.4,65,7.8,3.2,3.2,1.1,1.3,0.4
296,Pelle Larsson,1641796,MIA,PG,4266564.08,4231461.88,3460893.21,4807388.64,903279.46,-1.896,minimum,63,21.7,8.7,2.7,2.5,0.7,0.2,1.1,0.457,0.782,0.347,2.1,17.5,31.9,4.4,58,6.8,3.1,2.7,0.9,1.6,0.4
297,Cam Whitmore,1641715,WAS,SF,4261282.09,4231461.88,3428897.28,4855382.53,966507.55,-1.8992,minimum,40,18.9,9.1,3.6,1.0,0.7,0.4,1.0,0.457,0.722,0.333,1.7,17.3,31.8,4.1,65,7.6,3.5,2.8,0.9,1.2,0.4
298,Sandro Mamukelashvili,1630572,TOR,PF,4252059.26,4231461.88,3428897.28,4855382.53,946382.01,-1.9065,minimum,66,18.6,8.4,4.2,1.4,0.6,0.4,0.8,0.495,0.735,0.368,1.6,17.8,31.7,5.3,60,6.3,3.1,2.6,0.9,1.2,0.4
299,Jarred Vanderbilt,1629020,LAL,SF,4199508.61,4135474.09,3396901.34,4807388.64,925790.44,-1.9303,minimum,54,19.5,6.4,4.6,1.3,0.8,0.3,0.9,0.479,0.689,0.336,1.4,16.5,29.6,4.4,62,5.1,2.4,1.7,0.6,1.0,0.4
300,Jonas Valančiūnas,202685,DEN,C,4193296.07,4135474.09,3396901.34,4807388.64,967029.26,-1.9381,minimum,66,15.1,7.6,5.4,1.3,0.3,0.6,1.0,0.557,0.772,0.297,1.7,17.6,36.7,2.2,73,5.6,3.1,0.5,0.1,1.3,0.3
301,Ben Saraf,1642879,BKN,PG,4163601.18,4135474.09,3364905.41,4711400.84,928584.0,-1.9532,minimum,50,21.3,8.3,2.5,2.8,0.8,0.2,1.7,0.417,0.798,0.306,1.8,17.1,31.7,3.8,63,7.2,3.0,2.7,0.8,1.5,0.4
302,Jordan Miller,1641757,LAC,PG,4087333.54,4087480.19,3332909.48,4711400.84,881523.05,-1.9836,minimum,49,19.9,8.3,2.5,2.2,0.7,0.2,1.1,0.465,0.788,0.342,1.9,16.2,29.2,4.3,56,6.4,3.0,2.3,0.8,1.5,0.4
303,Bones Hyland,1630538,MIN,PG,4073620.62,4039486.29,3332909.48,4615413.05,873698.7,-1.9916,minimum,53,17.7,8.1,2.0,2.4,0.7,0.2,1.1,0.429,0.804,0.372,1.3,15.8,28.9,4.0,55,6.7,2.9,3.5,1.3,1.1,0.4
304,Paul Reed,1630194,DET,SF,4072002.16,4087480.19,3332909.48,4663406.95,902921.25,-1.9909,minimum,53,13.0,5.6,3.6,1.0,0.7,0.6,0.7,0.533,0.693,0.324,1.2,14.4,31.2,0.6,53,4.2,2.3,0.8,0.3,0.8,0.4
305,Ryan Dunn,1642346,PHX,SF,4071623.54,4039486.29,3364905.41,4615413.05,861862.1,-1.9862,minimum,66,20.2,7.1,4.1,1.2,0.7,0.5,0.8,0.453,0.645,0.329,1.1,16.7,30.7,3.8,62,6.1,2.8,2.5,0.8,0.7,0.4
306,Gui Santos,1630611,GSW,SF,3821271.38,3492889.14,3204925.76,4375443.57,831984.67,-2.1284,minimum,58,18.3,7.2,3.7,1.5,0.6,0.4,1.0,0.478,0.728,0.347,1.5,15.9,29.3,3.6,45,5.6,2.7,2.3,0.8,1.1,0.4
307,De'Andre Hunter,1629631,SAC,SG,3791824.46,3460893.21,3204925.76,4327449.67,809429.07,-2.1466,minimum,52,24.9,12.4,4.2,1.6,0.7,0.3,1.3,0.45,0.827,0.356,2.8,21.4,38.5,5.7,69,9.5,4.3,4.3,1.5,2.3,0.4
308,Gary Payton II,1627780,GSW,PG,3586855.85,3364905.41,3108937.97,4087480.19,751344.69,-2.267,minimum,62,17.7,7.1,2.9,1.9,0.8,0.3,0.9,0.507,0.742,0.339,0.8,15.8,28.5,4.4,54,5.7,2.9,2.0,0.7,0.6,0.4
309,Kasparas Jakučionis,1642857,MIA,PG,3562472.29,3332909.48,3108937.97,4087480.19,732734.4,-2.2806,minimum,56,20.1,7.6,2.7,2.6,0.7,0.2,1.2,0.425,0.813,0.377,1.4,16.2,30.3,3.2,61,6.2,2.6,3.0,1.1,1.2,0.4
310,Leonard Miller,1631159,CHI,SF,3511017.5,3332909.48,3068943.05,4039486.29,710967.88,-2.3043,minimum,42,15.6,6.7,3.5,0.9,0.5,0.4,0.8,0.491,0.741,0.327,1.3,14.1,25.6,3.4,34,5.2,2.6,1.8,0.6,1.0,0.4
311,Nae'Qwan Tomlin,1641772,CLE,SF,3494259.63,3300913.55,3044946.1,3991492.4,707476.51,-2.3223,minimum,48,18.7,7.2,3.7,1.1,0.7,0.5,0.7,0.473,0.735,0.303,1.4,16.0,29.2,4.2,61,5.9,2.8,2.0,0.6,1.0,0.4
312,Chaney Johnson,1643052,BKN,SG,3343172.18,3236921.69,2980954.24,3524885.07,706864.52,-2.4151,minimum,32,21.3,8.8,3.2,2.5,0.8,0.3,1.3,0.456,0.794,0.349,1.8,18.5,34.0,4.4,65,7.0,3.2,2.9,1.0,1.4,0.4
313,Josh Minott,1631169,BKN,SF,3340841.81,3204925.76,2980954.24,3524885.07,696995.0,-2.4265,minimum,50,15.7,6.4,3.1,0.9,0.6,0.4,0.7,0.477,0.75,0.375,1.2,13.8,25.4,3.2,45,4.9,2.3,2.0,0.8,0.9,0.4
314,Josh Green,1630182,CHA,PG,3333917.35,3204925.76,2948958.31,3524885.07,724099.11,-2.4273,minimum,58,21.6,7.2,2.4,1.8,0.8,0.2,1.0,0.441,0.778,0.386,1.1,14.8,27.0,3.7,66,5.8,2.6,3.0,1.2,0.9,0.4
315,Jahmai Mashack,1642942,MEM,PG,3224995.21,3140933.9,2916962.38,3428897.28,677318.27,-2.5032,minimum,40,21.8,8.2,2.7,2.5,0.9,0.3,1.4,0.426,0.732,0.329,1.5,17.5,32.2,4.1,56,7.1,3.0,3.0,1.0,1.1,0.4
316,Andre Drummond,203083,PHI,C,3143845.53,3076942.03,2884966.45,3364905.41,638690.56,-2.557,minimum,59,19.6,7.0,7.4,1.1,0.7,0.7,1.1,0.503,0.631,0.33,1.8,20.6,36.8,6.3,62,5.5,2.8,0.8,0.3,1.1,0.3
317,Tidjane Salaün,1642275,CHA,SF,2991144.95,3012950.17,2756982.72,3236921.69,670469.24,-2.6757,minimum,45,19.2,7.0,4.2,1.1,0.5,0.4,0.9,0.442,0.702,0.351,1.5,15.5,28.9,3.9,63,5.7,2.5,2.5,0.9,1.0,0.4
318,Nique Clifford,1642363,SAC,PG,2939604.83,2980954.24,2756982.72,3204925.76,659672.08,-2.6994,minimum,68,23.2,8.7,3.2,2.5,0.9,0.3,1.4,0.426,0.76,0.345,1.5,18.2,33.8,4.5,56,7.6,3.2,3.1,1.1,1.1,0.4
319,Justin Champagnie,1630551,WAS,SG,2908792.75,2948958.31,2724986.79,3204925.76,634248.42,-2.7364,minimum,56,20.7,8.4,4.1,1.8,0.8,0.5,1.0,0.463,0.771,0.344,1.5,18.9,35.2,4.7,62,6.8,3.1,2.8,1.0,1.1,0.4
320,Matisse Thybulle,1629680,POR,SG,2773090.01,2916962.38,2660994.93,3140933.9,653085.89,-2.8153,minimum,38,20.2,7.4,2.5,1.8,1.5,0.4,1.0,0.437,0.767,0.383,1.2,17.8,31.5,5.3,69,6.0,2.6,3.2,1.2,0.9,0.4
321,Jeremiah Robinson-Earl,1630526,DAL,SF,2770495.67,2916962.38,2660994.93,3140933.9,660850.47,-2.8182,minimum,39,18.3,6.4,4.3,1.1,0.5,0.3,0.8,0.446,0.772,0.32,1.2,14.8,27.0,3.9,56,5.4,2.4,2.0,0.6,0.9,0.4
322,Tim Hardaway Jr.,203501,DEN,SG,2691607.04,2820974.59,2628999.0,3076942.03,659361.99,-2.8845,minimum,72,24.7,10.8,2.5,1.9,0.6,0.1,0.8,0.424,0.821,0.379,1.9,18.1,33.0,4.6,71,8.6,3.7,5.2,2.0,1.5,0.4
323,Goga Bitadze,1629048,ORL,PF,2691396.4,2852970.52,1778440.5,3108937.97,672573.33,-2.8851,minimum,63,18.8,6.9,5.7,1.4,0.6,1.1,0.9,0.58,0.67,0.248,1.8,19.8,35.2,5.8,68,4.8,2.8,0.4,0.1,1.2,0.4
324,Olivier-Maxence Prosper,1641765,MEM,SF,2679875.2,2820974.59,1778440.5,3076942.03,654149.7,-2.89,minimum,53,17.5,7.4,3.5,1.0,0.6,0.3,0.8,0.482,0.716,0.356,1.7,15.3,28.1,3.5,52,5.7,2.7,2.0,0.7,1.2,0.4
325,Nikola Topić,1642260,OKC,PG,2671478.93,2820974.59,1778440.5,3076942.03,674284.07,-2.8913,minimum,28,20.8,8.4,2.7,2.9,0.8,0.2,1.5,0.432,0.765,0.352,1.5,17.4,32.3,3.8,49,7.1,3.1,3.0,1.1,1.2,0.4
326,Jalen Wilson,1630592,BKN,SF,2566545.61,2756982.72,1746444.57,3012950.17,660822.38,-2.9759,minimum,56,19.9,7.5,3.4,1.2,0.5,0.3,0.8,0.432,0.746,0.346,1.8,14.9,27.2,3.9,63,6.2,2.7,2.6,0.9,1.3,0.4
327,Ben Sheppard,1641767,IND,PG,2499602.12,2724986.79,1730446.6,2980954.24,717037.02,-3.0115,minimum,61,20.4,7.1,2.7,1.9,0.7,0.2,0.8,0.428,0.79,0.351,1.0,14.9,27.6,3.7,65,6.0,2.6,3.1,1.1,0.8,0.4
328,Kris Murray,1631200,POR,SF,2424561.0,2692990.86,1714448.64,2924961.36,661638.02,-3.0761,minimum,58,20.9,6.6,3.7,1.3,0.7,0.4,0.9,0.454,0.675,0.296,1.3,15.5,28.2,4.0,62,5.6,2.5,2.1,0.6,0.9,0.4
329,Killian Hayes,1630165,SAC,PG,2421204.09,2692990.86,1714448.64,2924961.36,668021.72,-3.0794,minimum,32,21.0,7.5,2.6,3.2,0.8,0.3,1.2,0.399,0.8,0.325,1.5,17.6,32.8,4.4,64,6.8,2.7,2.7,0.9,1.2,0.4
330,Ousmane Dieng,1631172,MIL,SF,2355433.79,2660994.93,1698450.67,2884966.45,667694.38,-3.1192,minimum,53,17.9,7.0,3.4,1.5,0.5,0.4,1.0,0.446,0.724,0.334,1.2,15.0,27.2,3.7,41,6.0,2.7,2.4,0.8,0.9,0.4
331,Landry Shamet,1629013,NYK,PG,2317934.56,2628999.0,1698450.67,2852970.52,652001.01,-3.1519,minimum,53,20.3,8.2,2.0,1.7,0.7,0.2,0.8,0.437,0.772,0.377,1.3,14.7,26.1,4.3,63,6.6,2.9,3.8,1.4,1.0,0.4
332,Pete Nance,1631250,MIL,SF,2200293.52,1762442.53,1650456.78,2820974.59,641593.58,-3.2287,minimum,41,17.9,6.7,3.4,1.2,0.5,0.4,0.8,0.479,0.698,0.376,1.1,14.3,25.5,4.3,50,5.3,2.5,2.3,0.9,0.7,0.4
333,Mitchell Robinson,1629011,NYK,PF,2151721.03,1746444.57,1646457.29,2788978.66,629263.13,-3.2667,minimum,51,20.9,6.6,7.2,1.0,0.8,1.1,0.9,0.601,0.569,0.363,1.8,21.4,38.1,6.3,70,4.6,2.7,0.3,0.1,1.0,0.3
334,Craig Porter Jr.,1641854,CLE,PG,2047936.89,1730446.6,1618460.84,2692990.86,596726.99,-3.3439,minimum,59,17.9,6.4,2.6,2.5,0.7,0.4,1.0,0.451,0.752,0.365,1.1,15.4,27.7,4.1,46,5.3,2.4,2.0,0.7,0.9,0.4
335,Steven Adams,203500,HOU,C,2014426.49,1698450.67,1586464.91,2692990.86,599703.7,-3.3886,minimum,43,20.0,6.0,6.9,1.4,0.6,0.7,1.1,0.509,0.588,0.349,1.9,19.0,33.9,5.8,74,4.6,2.3,0.5,0.2,1.1,0.3
336,Julian Strawther,1631124,DEN,PG,1989459.0,1698450.67,1586464.91,2660994.93,583067.54,-3.4032,minimum,57,18.5,7.8,2.2,1.7,0.6,0.2,0.9,0.436,0.793,0.356,1.4,14.5,27.0,3.6,51,6.5,2.8,3.0,1.1,1.1,0.4
337,Bruce Brown,1628971,DEN,SG,1941086.48,1698450.67,1570466.95,2628999.0,558464.13,-3.4424,minimum,65,23.5,8.6,3.4,2.3,0.9,0.2,1.1,0.448,0.8,0.36,1.7,18.5,32.7,5.4,68,7.2,3.2,2.4,0.9,1.3,0.4
338,Spencer Jones,1642461,DEN,SF,1889023.77,1666454.74,1554468.98,1778440.5,533309.23,-3.4956,minimum,52,18.8,6.2,3.4,1.0,0.6,0.4,0.7,0.467,0.708,0.338,1.2,14.3,26.2,3.6,55,5.1,2.4,2.0,0.7,0.9,0.4
339,Josh Okogie,1629006,HOU,PG,1873249.78,1666454.74,1554468.98,1778440.5,525357.65,-3.5065,minimum,63,18.8,6.7,2.6,1.6,0.9,0.3,0.8,0.431,0.744,0.362,1.5,14.8,26.3,4.1,60,5.5,2.4,2.4,0.9,1.1,0.4
340,Kam Jones,1642880,IND,PG,1868197.09,1650456.78,1554468.98,1778440.5,530939.35,-3.5166,minimum,44,19.9,7.3,2.3,2.8,0.7,0.2,1.2,0.428,0.771,0.34,1.2,15.7,29.2,3.9,57,6.4,2.7,2.8,0.9,0.9,0.4
341,Dean Wade,1629731,CLE,PF,1854169.54,1650456.78,1538471.02,1762442.53,524138.8,-3.535,minimum,59,21.8,6.9,4.3,1.3,0.7,0.4,0.6,0.448,0.728,0.367,1.1,16.6,30.0,4.3,65,5.5,2.5,3.1,1.1,0.8,0.4
342,Terance Mann,1629611,BKN,SG,1778517.82,1634458.81,1522473.05,1730446.6,460594.4,-3.5935,minimum,62,22.9,8.1,2.9,2.4,0.7,0.2,1.0,0.46,0.79,0.363,1.4,16.9,30.0,5.0,69,6.5,3.0,2.7,1.0,1.1,0.4
343,Daeqwon Plowden,1631342,SAC,SG,1630968.59,1554468.98,1442483.22,1666454.74,365146.17,-3.798,minimum,37,23.6,9.7,2.8,2.1,0.8,0.2,1.0,0.434,0.829,0.348,1.6,18.2,32.3,5.0,66,7.9,3.4,4.3,1.5,1.3,0.4
344,Jaxson Hayes,1629637,LAL,PF,1616031.82,1538471.02,1442483.22,1650456.78,352810.81,-3.8298,minimum,63,19.4,7.3,5.0,1.0,0.5,0.9,0.8,0.628,0.645,0.344,2.0,18.1,32.4,5.1,65,4.7,3.0,0.3,0.1,1.3,0.4
345,Jeremy Sochan,1631110,NYK,SF,1577647.37,1522473.05,1410487.29,1634458.81,310368.24,-3.8856,minimum,45,15.8,6.1,3.6,1.3,0.5,0.3,0.9,0.484,0.709,0.296,1.2,14.0,32.1,0.0,72,5.0,2.4,1.3,0.4,0.9,0.4
346,Anthony Gill,1630264,WAS,SF,1556708.7,1490477.12,1378491.36,1618460.84,300705.75,-3.9364,minimum,54,16.8,5.9,3.0,1.2,0.5,0.3,0.7,0.499,0.745,0.352,1.1,13.0,23.3,3.8,46,4.5,2.3,1.4,0.5,0.9,0.4
347,Guerschon Yabusele,1627824,CHI,SF,1551741.33,1490477.12,1394489.33,1618460.84,295661.78,-3.9443,minimum,57,16.5,6.0,3.6,1.1,0.5,0.3,0.7,0.45,0.713,0.356,1.2,13.5,29.5,0.3,66,4.8,2.2,2.3,0.8,0.9,0.3
348,Baylor Scheierman,1631248,BOS,PG,1532351.8,1490477.12,1374491.87,1586464.91,272621.69,-3.9823,minimum,60,18.8,6.7,2.8,1.9,0.7,0.2,0.8,0.428,0.807,0.367,1.0,14.6,26.6,3.7,51,5.6,2.4,3.0,1.1,0.8,0.4
349,Kyle Anderson,203937,MIN,SG,1530210.73,1474479.16,1362493.4,1590464.4,282286.29,-3.9958,minimum,50,20.4,6.9,3.8,2.5,0.8,0.5,0.9,0.476,0.733,0.357,1.5,18.1,32.8,5.1,65,5.6,2.7,1.2,0.4,1.1,0.4
350,Tyus Jones,1626145,DEN,PG,1510445.25,1458481.19,1346495.43,1570466.95,264241.13,-4.038,minimum,55,17.7,5.7,1.6,3.1,0.6,0.1,0.7,0.423,0.809,0.367,0.5,13.9,30.7,0.0,78,5.2,2.2,2.6,1.0,0.4,0.4
351,Kobe Brown,1641738,IND,SF,1492087.58,1458481.19,1346495.43,1570466.95,225698.06,-4.0656,minimum,55,16.3,6.0,3.3,1.1,0.5,0.3,0.8,0.468,0.741,0.349,1.1,13.2,23.4,3.9,47,4.8,2.3,1.8,0.6,0.8,0.4
352,Isaac Okoro,1630171,CHI,SG,1480254.42,1442483.22,1314499.5,1538471.02,237278.83,-4.1145,minimum,60,23.3,8.3,3.4,1.4,0.7,0.5,0.8,0.468,0.736,0.352,1.6,17.1,31.2,4.5,69,6.6,3.1,2.7,0.9,1.2,0.4
353,Clint Capela,203991,HOU,C,1453343.18,1410487.29,1314499.5,1522473.05,206939.1,-4.1885,minimum,69,15.6,5.8,5.7,0.8,0.5,0.8,0.7,0.54,0.606,0.305,1.4,16.9,36.1,2.0,73,4.5,2.5,0.1,0.0,0.9,0.3
354,Jaylon Tyson,1642281,CLE,SG,1446776.01,1410487.29,1314499.5,1506475.09,194026.84,-4.205,minimum,61,20.8,9.1,3.3,2.1,0.7,0.3,1.2,0.46,0.768,0.396,1.4,17.9,32.8,4.2,60,7.4,3.4,3.1,1.2,1.1,0.4
355,Cody Williams,1642262,UTA,SF,1444573.63,1394489.33,1314499.5,1510474.58,175617.2,-4.1974,minimum,63,22.1,7.7,3.4,1.5,0.7,0.5,1.0,0.442,0.715,0.285,1.6,16.3,29.9,3.9,47,6.7,2.9,2.2,0.6,1.1,0.4
356,Pat Spencer,1630311,GSW,PG,1433708.34,1378491.36,1314499.5,1490477.12,202555.91,-4.2607,minimum,51,17.3,6.9,2.2,2.6,0.7,0.1,1.1,0.429,0.796,0.355,1.1,14.8,26.1,4.4,48,6.0,2.6,2.4,0.9,0.9,0.4
357,Luka Garza,1630568,BOS,C,1433460.37,1378491.36,1314499.5,1506475.09,183099.19,-4.2517,minimum,56,15.5,6.8,4.2,0.8,0.4,0.6,0.7,0.544,0.705,0.37,1.6,15.2,27.5,4.4,57,4.8,2.6,1.1,0.4,1.2,0.4
358,Elijah Harkless,1641989,UTA,PG,1424941.46,1378491.36,1314499.5,1490477.12,164933.73,-4.2571,minimum,35,20.7,7.8,2.5,2.4,0.9,0.2,1.1,0.408,0.775,0.324,1.7,16.8,30.2,4.5,49,6.7,2.7,3.2,1.0,1.3,0.4
359,Tristan Vukcevic,1641774,WAS,SF,1412759.0,1362493.4,1314499.5,1474479.16,151562.75,-4.3168,minimum,38,12.8,6.5,2.8,0.9,0.4,0.5,0.9,0.468,0.754,0.334,1.6,13.1,29.7,0.0,62,5.0,2.3,2.0,0.7,1.2,0.4
360,Nate Williams,1631466,GSW,PG,1412543.03,1362493.4,1314499.5,1474479.16,163781.51,-4.326,minimum,31,17.3,7.4,2.1,1.7,0.6,0.1,1.0,0.451,0.801,0.368,1.2,13.8,24.5,3.8,46,6.1,2.8,2.5,0.9,1.0,0.4
